Prénom;2 ème prénom;3 ème prénom;DDN2012
Alexandra;;;
Francesco;;;
Ilana;;;
Kiara;;;
Elisabeth;;;
Lydia;;;
Damien;Adel;;
Hindstan;Khorsheed;Ameen;
Bureera;;;
Faiq;;;
Kamal;;;
Safwan;Ahmad;;
Sharjeel;;;
Sheza;;;
Pulcherie;Patience;;
Babak;;;
Darwin;;;
Hoani;Homa;;
Nadia;Marie;;
Patrizia;;;
Adil;;;
Francesco;;;
Giannina;Emma;;
Élise;;;
Laura;Marie;;
Yvan;;;
Ainhoa;Clara;;
Alain;;;
Alexis;;;
Cédric;;;
Jacqueline;Georgette;;
Marcela;;;
Marina;Daniella;;
Meilyn;;;
Michèle;Claudine;;
Mikael;;;
Ophélie;;;
Richard;;;
Richard;;;
Shanlee;;;
Sophie;;;
Chantal;Marianne;;
Amir;Ghilan;;
Fethi;;;
Alexandra;;;
Antonio;;;
Leandro;;;
Nayla;;;
Pamela;;;
Roberto;;;
Didier;Hugo;;
Kevin;Cédric;;
Mégane;Marie;;
Yaël;;;
Laura;Angela;;
Marie;Françoise;;
Matthieu;;;
Muhudin;;;
Oscar;;;
Chiyai;Anwer;Amin;
Shakeela;Muhammad;;
Merhawit;;;
Javad;;;
Sabine;Florence;;
Amanullah;;;
Walid;;;
Mohammad;;;
Omar;;;
Kinza;;;
Taha-Faizan;;;
Brahim;;;
Hassan;;;
Joudia;;;
Antoine;;;
Christiane;;;
Antoinette;Suzanne;;
Fatima;;;
Niklaus;Hans;;
Wolfgang;Ferdinand;;
Françoise;Odette;;
Pierre-André;Louis;;
Frank;Owusu;;
Mariannina;;;
Henri;Jules;Wooland;
Dalia;;;
Ruben;;;
Ruben;Filipe;;
Américo;;;
Ana;Rosa;;
Isabel;;;
Margarida;;;
Francesca;Paola;Giovina;
Lorenzo;;;
Maria;;;
Nicola;;;
Sebastiano;;;
Adrien;David;;
Anaïs;Aude;;
Johny;Louis;;
Elena;;;
Etienne;;;
Jean;;;
Khloé;;;
Lucie;Nadine;;
Nolan;;;
Cyril;René;Maurice;
Elsie;Rose;;
Moussa;;;
Sofiane;;;
Désiré;Marie-Verger;Schadrack;
Kevin;Noah;;
Rayen;Yannick;;
Sarah;;;
Karim;;;
Malak;;;
Anna;;;
Hatem;;;
Jean-Pierre;;;
Regula;;;
Martine;Anne;;
Andreas;Peter;;
Andrée;Françoise;;
Astrid;Sabine;;
Axelle;Wanda;;
Deborah;Morgane;;
Francine;;;
Loris;Enrique;;
Louise;Amèle;;
Manfred;;;
Marguerite;Alice;;
Michel;André;;
Nancy;Joëlle;;
Nathalie;;;
Nicolas;;;
Paulette;Danielle;;
Pierre;Olivier;;
Sophie;;;
Steve;Roger;;
Yves;Vincent;;
Elisabeth;Maria;;
Célia;Licane;;
Tanoh;Jasmine;Sonia;
Borys;;;
Derrion;Carisio;Apana;
Edlyn;Aliana;Ngwena;
Edwin;;;
Kieron;Njwe;Ennio;
Ashima;;;
Thenmoli;;;
Eva;;;
Sofiya;Georgieva;;
Elizabeth;;;
Diyako;;;
Elena;;;
Naser;;;
Tadiwes;;;
Matiyas;;;
Solome;;;
Marianne;;;
Elodie;Florentine;Georgette;
Dalan;Chand;;
Zahida;;;
Marc;;;
Christa;Rebeka;;
Anne-Marie;Raymonde;;
Claude;Auguste;;
Daniel;Philippe;;
Delphine;Maud;Danielle;
Michel;Henri;Eric;
Eric;Emmanuel;;
Mathieu;Davide;;
Angelo;Modesto;;
Davor;;;
Christine-Louise;;;
Françoise;;;
Laurent;Georges;;
Marjolaine;Juliette;Madeleine;
Sandra;del;Valle;
Bruno;César;;
Jasmine;Léa;;
Louisa;Matilde;;
Roman;Aurelio;;
Juan-Mario;;;
Juan;Pastor;;
Ágatha;;;
Luís;Filipe;;
Mario;Fernando;;
Luciana;;;
Maria-Victoria;;;
Valeria;;;
Blanca;Ximena;;
Alfred;René;Jean;
Bemvindo;Antonio;;
Carlos;Zassala;;
Cueni;;;
Fanny;;;
Marco;Sílvio;;
Janice;Elizabeth;;
Jean-Luc;;;
Johan;Didier;;
Léa;Carol;;
Likun;;;
Léana;;;
Loïc;;;
Loriane;;;
Mbunga;Dieumerci;;
Nelya;;;
Nzumba;Isabel;;
Prisca;;;
Priscila;;;
Bruno;;;
Victoria;;;
Wayne;;;
Françoise;;;
Nicolas;Olivier;;
Gaëlle;Anne;Léonie;
Darko;;;
Kathia;;;
Nikita;;;
Olivier;;;
Dalia;;;
Fausta;;;
Anne;Gabrielle;;
Coralie;;;
Eïden;Amjad;;
Marie-Josée;;;
Patrick;Ivan;;
Philippe;Angelo;;
Nayda;;;
Djazz;Elouise;Kamaria;
Ilan;Tonio;;
Liam;Sébastien;Simon;
Victoria;;;
Bernard;Michel;;
Carmen;;;
Cécile;Marie;Joséphine;
Jean-François;;;
Alexandre;;;
Alexey;;;
Eugénie;;;
Clara;;;
Alba;Eve;Sergine;
David;Jean-Pierre;;
Emmy;Angèle;Léonie;
Franck;Olivier;Jean;
Jean;Valentin;;
Louis;Marie;Hubert;
Jasminka;;;
Mario;;;
Mato;;;
Pero;;;
Suzana;;;
Pascal;;;
Sandra;;;
Yannis;;;
Miriam;Matilde;;
Monika;;;
Hassna;;;
Cristiana;de;Fátima;
Enzo;;;
Lucas;;;
Jian;;;
Gérald;René;;
Kwagotoka;Moïse;;
Zhaya;Sylvie;;
Christine;Suzanne;;
Flavio;;;
Matteo;;;
Yunike;Swanny;;
Roza;;;
Enrico;;;
Annelise;;;
Eva;;;
Jean;François;;
Philippe;;;
Simon;;;
Virginie;Anne;;
Julia;;;
Léa;;;
Morgane;;;
Maria-Clarisa;;;
Elisa;;;
Clara;Jeanne;Gabrielle;
Doris;Liselotte;;
Onèro;Guylian;Martial;
Patrick;Jacques;Aimable;
Baran;;;
Sandra;Liliana;;
Vanessa;Milene;;
Alexandre;Roland;;
Alfred;Mario;;
David;;;
Géraldine;Corine;;
Hayet;Jeanne;Rose;
Nadra;Margot;;
Adrian;Bastian;;
Alexandra;Zdenka;;
Alicia;;;
Antoine;;;
Elodie;;;
Esteban-José;;;
Rayane;;;
Sarah;Oceane;;
Yannick;Frédéric;;
Yves;;;
Caroline;Clotilde;;
Léo;;;
Yolande;Marie;Rose;
Said;;;
Laïla;;;
Benoît;Edmond;Marcel;
Johanne;Christine;;
Xavier;Georges;;
Diego;Luis;;
Hélio;Joaquim;;
Leïna;Isabel;;
Lucas;Samuel;;
Marie;Laurence;;
Chad;Loan;;
Charles;Roland;Adolphe;
Jessica;;;
Katia;Laura;;
Nathan;;;
Romuald;;;
Silas;;;
Yvette;Alice;;
Chris;;;
Hugo;;;
Patrice;André;Bernard;
Ludivine;Jazz;;
Giulio;;;
Thierry;Klebert;;
John;Antoine;;
Loredana;;;
Tahiri;Thomas;;
Leire;;;
Timothée;;;
Diane;Geneviève;;
Lou;;;
Laura;Adriana;;
Luca;Massimiliano;;
Sergio;Andrea;;
Nathalie;;;
Rémy;;;
Daisiny;;;
Jeyanthi;;;
Sulaxsiny;;;
Tharsana;;;
Yonatan;;;
Maria;Concetta;;
Alessandro;;;
Alessio;;;
Antonio;;;
Concetta;;;
Danilo;;;
Fabio;;;
Gabriel;;;
Daniela;;;
Marcia;Cristina;;
Daniel;;;
Henri;Louis;;
Christelle;;;
Christine;Manon;;
Eleni;;;
Fotios;;;
Juliette;Manon;;
Roland;Georges;;
Zdravka;Sevdalinova;;
Marta;Susana;;
Elisabete;Maria;;
Alexandre;;;
Mariana;;;
Célia;Maria;;
Virgílio;;;
Augusto;José;;
Maria;de;Fatima;
Maria;Teresa;;
Alissia;;;
Amadeu;;;
José;Luis;;
Maria;Antonina;;
Vanessa;;;
Catarina;;;
Sara;;;
Steve;;;
Jorge;David;;
Milene;;;
Leonardo;Javier;;
Sean;Akwei;;
Raman;Chiyai;Anwer;
Rayan;Chiyai;Anwer;
Roya;Chiyai;Anwer;
Sonam;;;
Thupten;Gyamtso;;
Tselha;;;
Walid;;;
Maëline;Kiana;;
Maher;;;
Zakaria;;;
João;Luís;;
Eduard;;;
Arno;;;
Bernard;Claude;;
Claude;Henri;;
Enzo;;;
Hugues;Maurice;;
Jacques;Olivier;;
Josiane;Hélène;;
Julie;;;
Killian;Adrian;Patrice;
Loïc;;;
Pierrette;Alice;;
Rémy;Charles;;
Silvia;Cristina;;
Stéphane;;;
Mariagiovanna;;;
Mélanie;;;
Olive;Pénélope;;
Orphée;Louis;;
Dorothée;Pascale;;
Luis;Manuel;;
Naomi;Lise;;
Shokrullah;;;
Hamo;;;
Adrian;Pablo;;
Esteban;;;
Juliàn;;;
Serda;;;
Katharina;;;
Michel;;;
Pierre;Olivier;;
Aneyla;;;
Annas;Liam;;
Keyla;;;
Zilan;;;
Flavie;Lucienne;Marie;
Sandra;Carole;;
Margarita;;;
Marco;;;
Stefania;;;
João;Francisco;;
Florence;Rebecca;;
Louis;André;;
Olga;;;
Sassoun;Alexandre;;
El;Djamai;;
Maria;da;Conceiçao;
Filipe;;;
Tiago;;;
Maria;da;Graça;
Maria;Helena;;
Fernando;;;
Dylan;;;
Léane;Rose;;
Alandson;;;
Sérgio;Manuel;;
Solyne;Jade;;
Anitha;;;
Jyotsna;;;
Pranav;Raghavan;;
Hortense;Mathilde;Emmanuelle;
Thu;Ha;;
Yves;;;
Elena;;;
Karen;Esthela;;
María;Consuelo;;
Joël;;;
Inimfon;Joshua;;
Maria;;;
Andrei;;;
Giorgio;Paolo;;
Martine;Ida;;
Sandrine;;;
Diane;Marie;;
Simon;Felipe;;
Solomon;Tafera;;
Maria;Manuela;;
Antoine;Sebastien;;
Marie;Dominique;;
Elia;;;
Fabio;;;
Sharon;;;
Jean-Luc;Georges;Emile;
Loïs;;;
Thomas;;;
Niels;Harrie;Milan;
Nikola;;;
Arantxa;;;
Dehbia;;;
Abdellaziz;;;
Faten;;;
Mohamed;Mahdi;;
Elio;Jun;;
Joël;;;
Lily;Alicia;;
Fayssal;;;
Mohamed;;;
Riad;;;
Wassim;;;
Ilyas;;;
Izhac;;;
Nahel;;;
Camille;Andrée;Lucie;
Franck;;;
Léon;Claude;Gauthier;
Marius;Cédric;Gabriel;
Adrien;Ernesto;;
Juan;Diego;;
Ramon;Augusto;;
Emmanuelle;Marie;;
Miguel-Angel;;;
Guillaume;Léon;;
José;;;
Luis;;;
Rosa;;;
Job;Gabriel;;
Marina;;;
Rachel;;;
Job;Eli;;
Priska;Lucia;;
Vanessa;;;
Alex;;;
Andy;;;
Radu;;;
Hendra;;;
Kyle;Aryasatya;;
Kylian;Aldrich;;
Nadine;Geneviève;;
Nicole;Caroline;;
Michèle;Hélène;;
Francesco;;;
Solange;Françoise;Andrée;
Erda;;;
Annaliza;Eulalia;;
Jimmy;Bernard;Georges;
Myriam;;;
Sergio;;;
Fatine;;;
Siavash;;;
Léa;;;
Sarah;;;
Houaida;;;
Catherine;;;
Dominique;Joseph;;
Christophe;;;
Dominique;Jacqueline;;
Isabelle;Rachel;;
Jean;Philippe;Marc;
Ludivine;Christelle;;
Maël;Arthur;;
Martine;Françoise;;
Olivier;Daniel;;
Pauline;Chloé;;
Sonia;;;
Vanessa;;;
Daniel;;;
Nathalie;;;
Louisa;Elisabeth;;
Mina;;;
Pierre;;;
Christophe;;;
Inès;;;
Jessica;;;
Sacha;Nicole;;
Marie-Laure;;;
Gautier;;;
Guillaume;;;
Isabelle;Simone;;
Jean;Maurice;;
Patrice;;;
Sairoong;;;
Amalia;Giustina;;
Axel;;;
Bernard;;;
Nelson;;;
Olivier;;;
Pierre;René;;
Viviane;;;
Corinne;Danièle;;
Corinne;Jeanne;;
Emma;;;
Graziella;Violette;Veronique;
Harry;Zachary;;
Mateo;Tomás;;
Mia;;;
Rolf;;;
Safa;;;
Stéphane;Alexandre;;
Yan;Florian;;
Zayan;;;
Frédéric;Raymond;;
Johanna;Nathalie;;
Lina;Eva;;
Jérôme;;;
Aya;Céline;;
Ezio;;;
Hilda;Ginette;;
Marina;Elisabeth;Mélanie;
Quentin;;;
Stéphane;Claude;;
Awet;;;
Veloudo;;;
Stéphan;;;
Alice;Ilko;;
Baptiste;Ayke;;
Isabelle;Florence;Céline;
Romain;Pierre;;
Cyril;;;
Mariko;;;
Patrick;Walter;René;
Nicolas;;;
Olatz;;;
Melissia;;;
Sara;;;
Eduardo;Jorge;;
Isabel;Maria;;
Jean-Thomas;Dominique;;
Florence;Marie-Luce;Renée;
Anne;Marie;;
Camille;Marie;;
Catherine;;;
Elisabeth;Yvette;Simone;
Isaline;Luz;;
Nils;Ambroise;;
Pierre;Henri;;
Sylvian;Fabrice;;
Victor;Lucas;;
Brenno;Stefano;Steve;
Etienne;Simon;Dominique;
Magda;Mia;Zelda;
Rosa;Simone;Gabrielle;
Ines;;;
Meyssa;Kawter;;
Mustapha;;;
Wissame;;;
Yanis;Djallel;;
Joaquin;;;
Snezana;;;
Adem;;;
Ahmet;Berat;;
Ayse;;;
Irem;;;
Meryem;;;
Muhammed;Can;;
Osman;;;
Sevim;;;
Turgut;;;
Yilmaz;;;
Hatice;;;
Anar;;;
Gaspard;Bill;;
Godly;Winner;;
Heaven;Promise;;
Isaac;;;
Princess;Deborah;Abena;
Success;Deborah;Covenant;
Victory;Isaac;;
Kerem;;;
Radu;;;
Thomas;Antonova;;
Alex;Naoki;;
Mohamed;;;
Custódia;Ermita;;
John-Jairo;;;
Nancy;;;
Luca;Pio;Rosario;
Elvira;;;
Hector;Eduardo;;
Jonathan;Emilio;;
Zeru;;;
David;John;;
Claire;Marie;;
Daniel;Nnamdi;;
Marta;;;
Yemariam;;;
Kibrom;;;
Sakineh;;;
Sara;;;
Ayse;;;
Erencan;;;
Halil;;;
Mujeeburahman;;;
Nima;;;
Rifat;;;
Leyla;;;
Chabnam;;;
Chadi;;;
Mehdi;;;
Mogos;;;
Yorsalem;;;
Endalkachew;;;
Luca;;;
Mathias;;;
Monisha;;;
Juan;Esteban;;
Inayah;;;
Houssam-Eddine;;;
Afif;;;
Aksana;;;
Catherine;;;
Fahad;;;
George;;;
Giorgi;Jozef;;
Habib;;;
Najat;;;
Yara;;;
Yousef;;;
Thérèse;Erica;Leslie;
Alia;;;
Khadija;Amel;;
Mustapha;;;
Sadia;;;
Yasmina;;;
Nassim;;;
Eva;;;
Saida;;;
Aliénor;Monique;Eliane;
André;;;
Diane;Marie;Despina;
Jean;Marie;François;
Maxime;Michel;Fernand;
Zakarya;;;
Brahim;;;
Adjo;Marie;;
Kossi;Angelo;;
Arcange;;;
Benoît;Bongenie;;
Didier;;;
Maira;Paula;;
Anitta;Chrystel;Vignon;
Hicham;;;
Djanawad;;;
Hikma;;;
Immani;;;
Issilam;;;
Riwad;;;
Saïd;;;
Salouoi;;;
Jaron;Louie;;
Jarred;Leighton;;
Jason;;;
Leighyana;Jade;;
Leslie;;;
Erkan;;;
Sükran;;;
Arezu;;;
Fardudin;;;
M.;Hassan;;
Ifèdoun;Eric;Guy;
Abou;Jordan;Waren;
Assieh;Nadège;;
Holly;Ange-Bénédicte;Djessi;
Dylan;;;
Ronja;;;
Nikolaos;;;
Antonia;Iliana;;
Andreas;Nikolaos;;
Clarisse;Carmen;Izabel;
Margaret;Sylvia;Dinah;
Elif;;;
Murat;;;
Fatos;Gülserin;;
Selver;;;
Kader;;;
Nazli;;;
Salih;;;
Serkan;;;
Sila;;;
Uthayakumaran;;;
Fethi;ben;Mahmoud;
Adrien;Mathieu;;
Yann;Fabio;;
Luigi;;;
Auguste;Bernard;Niamien;
Rosanne;Emma;;
Alexandra;;;
Véronique;Edmée;;
Claire;Isabelle;;
Etienne;Carlo;;
Lucile;Maddalena;;
Olivier;Michel;;
Pascal;Paul;Georges;
Verena;Bertha;;
Sessi;Délali;Chimène;
Arlette;Hélène;;
Véronique;Christiane;Roberte;
Benjamin;;;
Bernard;Philippe;;
Catherine;;;
Doris;Brigitte;;
Dylan;Henri;;
Jocelyne;;;
Loïc;Alexandre;;
Mélanie;Delphine;;
Miriam;;;
Odile;;;
Yves;Henri;;
Anne;Catherine;;
Aurèle;Alexandre;;
Béatrice;Lucienne;Françoise;
Boris;;;
Carole;Frédérique;;
Clément;Mathieu;Georges;
Dakota;Louise;;
Elisa;Filipa;;
Françoise;Rose;Andrée;
Helene;Chantal;;
Jean;Bernard;;
Jean;François;;
Jean-Jacques;;;
Jean-Luc;;;
Jillian;Noelle;;
Joël;Bruno;;
Jules;Edouard;;
Marc;;;
Maria;Antonia;;
Nardos;;;
Philippe;;;
Pierre-François;;;
Romain;Charles;;
Virgile;;;
Maxime;;;
Priscilia;Marcelle;Janine;
Christian;Gérald;Salvador;
Cristina;;;
Gérald;Christopher;;
Alain;Roger;;
André;Adamir;;
André;René;;
Antoinette;Annie;;
Axel;;;
Carine;Isabelle;;
Céline;Maria;;
Céline;Rosette;;
Chantal;Michèle;;
Christine;;;
Claire;Beatrice;;
Claude;Jean;;
Coline;;;
Lucia;;;
Cyril;Didier;;
Etienne;;;
Francine;Charlotte;;
Georges;Maurice;;
Henriette;Marie;Fernande;
Jaëlle;;;
Jean-Marc;;;
Jean;Pierre;René;
Jérôme;;;
Julien;Luis;;
Juliette;Laurence;;
Liliana;Patricia;;
Lucienne;Denise;;
Ludovic;Georges;Arthur;
Marie;Hélène;;
Michael;;;
Michèle;Mathilde;Germaine;
Nathalie;;;
Paola;;;
Pascal;André;René;
Pierrette;Régine;;
Rachel;;;
Raphaël;;;
Riccardo;Bruno;;
Sarah;;;
Stéphane;;;
Thomas;;;
Pierre;Marie;Philippe;
Virginie;;;
Arina;;;
Maxime;;;
Christelle;;;
Héloïse;;;
Nicolas;;;
Rose;;;
Layla;;;
Ryan;;;
Daniel;Roger;;
Geneviève;Marie;;
Jean-Louis;Robert;;
Joceline;Raymonde;;
Louis;;;
Monique;Josianne;;
Noémie;;;
Patrick;Gérard;;
Steve;Axel;;
Yves;;;
Elzbieta;Maria;;
Jean-Pierre;;;
Kathy;Georgette;Rolande;
Julien;Grégory;Romain;
Nicolas;;;
Luc;Jacky;;
Marlies;;;
Charlotte;Claudine;Danièle;
Laura;;;
Thi;Thuy;Tien;
Magali;;;
Olivier;Suh;Nam;
France;Dominique;;
Hanna;;;
Pierre-Alain;;;
Daniel;Paul;;
Josiane;;;
Maurane;Dominique;Michèle;
Patrick;Dominique;;
René;;;
Ruth;;;
Simone;Henriette;;
Yvette;;;
Gwendoline;Magic;;
Pablo;;;
Aso;Sleiman;Aula;
Céline;;;
Charles;Henri;;
Emilie;;;
Jocelyne;;;
Julien;;;
Madelaine;;;
Olivia;;;
Güldeniz;;;
Mario;;;
Martin;Micha;Edmond;
Agnes;Antoinette;;
Alexandre;Martin;;
Charlène;Lucie;;
Christophe;Johnny;;
Malaïka;;;
Florence;Dominique;;
Jean-Charles;;;
Jean-Pierre;;;
Jules;Hippolyte;;
Laurence;;;
Philéas;Hugo;;
Sonia;;;
Davide;;;
Elea;;;
Leana;;;
Caroline;Joëlle;;
Noham;;;
Cassiel;;;
David;Yannick;Claude;
Sylvane;Flore;;
Ulysse;;;
Zoé;;;
Alex;;;
Cédric;Michel;Marcel;
Rafy;Tony;;
Salomé;Lucine;;
Principia;;;
Didier;;;
Mathieu;;;
Cédric;Pierre;Roland;
Davut;;;
Destan;;;
Kemal;;;
Sengül;;;
Mercan;;;
Abdulmalik;;;
Idris;;;
Agim;;;
Ajar;;;
Burim;;;
Emir;;;
Kaia;;;
Leart;;;
Njomza;;;
Resmije;;;
Arturo;;;
Mila;;;
Blanca;Maria;;
Laura;Liliana;;
Valentina;Marcela;;
Emma;;;
Filippo;;;
Giovanni;;;
Marta;;;
Pamela;;;
Benoît;;;
Victoria;Aure;;
Diego;;;
Edinson;;;
Michele;;;
Antoine;;;
Katia;Sébastien;Andréina;
Maxime;;;
Pauline;;;
Emilie;;;
Isabelle;;;
Natasa;;;
Sinisa;;;
Dina;;;
Liliane;Hélène;;
Jacqueline;Rose;;
Benjamin;Henri;;
Ismail;;;
Corinne;;;
Salvatore;;;
Sikandar;Hayat;;
Eliana;;;
Endalkachew;;;
Yeab;;;
Mattéo;Adrien;;
Nils;Brayan;;
Pierre;Patrick;;
Aela;;;
Havushe;;;
Laura;;;
Raif;;;
Samira;;;
Tahire;;;
Duniyo;;;
Hawa;;;
Sadiik;;;
Imad;;;
Sanaa;;;
Fouzia;;;
Hatem;;;
Rayan;;;
Aïcha;;;
Hamza;;;
Mayssa;;;
Reine;;;
Faruk;;;
Cengiz;;;
Hülya;;;
Kerem;;;
Mira;;;
Tolga;;;
Michaël;Armagan;;
Khairieh;;;
Daniel;Shigute;;
Akossiwa;Biova;Agnes;
Ayman;Manzoor;;
Clara;Noémie;;
Claire;Line;;
Clémence;;;
Jérôme;Nicolas;;
Merlin;;;
Daniel;;;
Zakia;;;
Aline;;;
Daniel;;;
Alisa;Papinovna;;
Vasilisa;Papinovna;;
Ali;Reza;;
Constance;Marion;Juliane;
Georges;Iwao;;
Noé;Jules;Roger;
Raymonde;Monique;Marie;
Anna-Maria;Janine;;
Isabelle;Blanche;;
Orkhan;;;
Raisa;;;
Reyhan;;;
Souha;Tanit;;
Isaac;;;
Auguste;Árpád;;
Csaba;;;
Justine;Francine;;
Olympe;Csilla;;
Jacqueline;;;
Dania;Nour;;
Tewfik;;;
Alena;;;
Kian;;;
Leila;;;
Drin;;;
Eljasa;;;
Erblin;;;
Erjon;;;
Flurim;;;
Samire;;;
Sara;;;
Stéphanie;Céline;Aurore;
Brites;;;
Mayron;;;
Michael;;;
Tânia;Cristele;;
Augusto;Ricardo;;
Daniel;Filipe;;
Leandro;Filipe;;
Andreia;Filipa;;
Carlos;Alberto;;
José;Carlos;;
Adelina;;;
Cristiane;;;
Daniela;Alexandra;;
Maria;de;Fatima;
Maria;de;Lurdes;
Isabel;Maria;;
Clara;;;
Sérgio;;;
Yann;Tètèh;;
Yoann;Tetteh;;
Mitra;;;
Ravina;;;
Yahya;;;
Zarina;;;
Rena;;;
Adifet;;;
Ali;;;
Behar;;;
Blerta;;;
Lina;;;
Lorena;;;
Lumturije;;;
Mexhide;;;
Muhamet;;;
Nafije;;;
Rakip;;;
Riad;;;
Zeqir;;;
Awista;;;
Hadid;;;
Homann;;;
Marie;;;
Milad;;;
Najiba;;;
Rayan;;;
Samim;;;
Sara;;;
Shahim;;;
Wahidullah;;;
Wida;;;
Yama;;;
Yawand;;;
Ziha;;;
Aminullah;;;
Hares;Ahmad;;
Samira;;;
Idalia;;;
Kalid;;;
Ayaz;Alper;;
Eslem;Meryem;;
Seher;;;
Yasin;;;
Khadija;;;
Patricia;Letty;;
Cecilia;;;
Clemente;;;
Clotilde;;;
Corrado;;;
Luca;;;
Moussa;;;
Amy;;;
Jennah;;;
Jihane;;;
Omar;;;
Wendy;Nicole;;
Walid;;;
Arthur;Loris;;
Cyril;Numa;;
Olivier;Denis;;
Sarah;Sabrina;;
Cyril;;;
Martin;;;
Komal;;;
Najah;;;
Rafik;;;
Varvara;;;
Rashad;;;
Jacques;Lucien;;
Alicia;;;
Anne;Véronique;Catherine;
Geneviève;Anne;Marie;
Lise;Marie;;
Manon;Sylvie;;
Matthieu;Xavier;Philippe;
Michel;Jérome;André;
Adrijana;;;
Mykola;;;
Oksana;;;
Billy;;;
Rondik;;;
Jacqueline;Françoise;;
Ngimi;Mamitcho;;
Victoria;Julienne;;
Elvira;Fernanda;;
Mathilde;;;
Caryl;;;
Stéphane;;;
Gianni;Leonardo;;
Clara;Susan;;
Sylvain;;;
Constantin;;;
Florianne;;;
Nora;Aline;;
Martin;;;
Joey-Lynn;;;
Louise;Charlie;;
Maxime;;;
Maya;Léa;;
Mehdi;Jean;Abdel;
Catherine;;;
Catherine;Marie-Jeanne;Christine;
Géralde;Jean;Marie;
Marie;Jeannine;Sybille;
Rémi;Julien;;
Albert;Marcel;;
Anaïs;;;
Anita;;;
Beat;;;
Benjy;Pierre-Frédy;;
Kim;Loïse;;
Catherine;Marguerite;;
Moisés;;;
Nayara;;;
Denis;Claude;;
Françoise;;;
Jean-Marc;;;
Julianne;;;
Manuel;David;;
Maria;;;
Mathilda;;;
Mattia;Simeo;;
Michel;Ernest;;
Mirko;;;
Nadia;;;
Nils;Lucien;;
Olivier;;;
Patrick;;;
Paulette;Reine;Mireille;
Pierre;;;
Sandrine;Fabienne;;
Stefan;;;
Thierry;Roger;Marcel;
Thomas;Michel;;
Valérie;Marie;;
Zoé;;;
Boris;Alexandre;;
Willemien;Johanna;;
Pauline;;;
Loan;Daniel;;
Maël;Jacques;;
Denisa;;;
Monika;;;
Liana;;;
Nicolas;Julien;Marc;
Véronique;Claire;Marie;
David;;;
Haroun;;;
Isaac;;;
Mehdi;;;
Rocco;;;
Frédéric;Lucien;;
Nadia;;;
André;;;
Amira;;;
Denise;Hélène;;
Florent;Mathieu;;
Houda;;;
Jamel;;;
Julian;Constant;;
Marie;Hedwig;;
Neyla;;;
Patrick;;;
Sara;;;
Selcebil;;;
Sylviane;Martine;;
Alain;Roland;;
Anne;Rose;;
Gabriel;;;
Leo;;;
Maé;;;
Marc;Alexis;;
Marie-Christine;;;
Martin;François;Roland;
Mia;;;
Micheline;Virginia;Marie;
Nola;;;
Raphaël;;;
Sarah;;;
Sylvia;;;
Emilie;;;
Julien;Xavier;;
Murielle;;;
Thomas;;;
Therese;;;
Mathilde;Lucienne;Hélène;
Alice;Tomoe;;
Elisabeth;;;
Mahi;;;
Mohamadou;;;
Bellazerak;;;
Ninchiriman;;;
Mireille;Joséphine;;
Wafa;;;
Yassmine;;;
Kristel;;;
Yvonne;Gabrielle;;
Milica;;;
Manon;;;
André-Raymond;;;
Bryan;;;
Catherine;Claude;Valérie;
Fabien;Raymond;Marcel;
Fanny;;;
Mélanie;;;
Silvia;;;
Steivan;;;
Nuria;;;
Adrien;;;
Jacqueline;Madeleine;;
Jean-Pierre;;;
Jonas;;;
Zoé;;;
Charles;;;
Paul;Robert;Jules;
Juliana;Eulyth;Joanne;
Lorena;;;
Boris;;;
Mladen;;;
Spomenka;;;
Gabriele;;;
Mustafa;;;
Mostafa;;;
Joël;;;
Félicia;;;
Taoufik;;;
Laurie;Sandra;Frédérique;
Cosima;;;
Isabella;;;
Lidia;Maria;;
Dana;;;
Geoffroy;Marie-Joseph;;
Aïssatou;Séverine;;
Amadou;Sire;;
Hakim;;;
Maimouna;Foly;;
Mariama;;;
Nora;;;
Saliou;;;
Sory;;;
Thierno;Souleymane;;
Tidiane;;;
Ebadullah;;;
Jeanne;;;
Noah;Imani;;
Noura;;;
Alireza;;;
Daniyal;;;
Hamidreza;;;
Birungi;Linda;;
Lauriane;;;
Amara;;;
Antoine;;;
Elena;;;
Eva;;;
Fritz;;;
Mariana;;;
Meltem;;;
Helen;;;
Edna;Ioana;Nejma;
Dominique;Ariane;;
Vincent;Christophe;;
Eric;Paul;;
Monique;;;
Ryan;Oussama;;
Franco;;;
Michael;Constant;;
Tarcisia;Silvana;;
Benoît;Georges;Pierre;
Mélanie;Isabelle;Saraswati;
Claudia;Maria;;
Florent;;;
Amos;Zoltan;;
Edith;Anna;;
Emilien;Michel;Christine;
Jämes;;;
Johny;;;
Jordan;Justin;;
Julien;;;
Laurence;Patricia;;
Carine;;;
René;;;
Evelyne;Isabelle;;
Bérénice;Manon;Amapola;
Charlotte;Eulalie;Anaïs;
Denyse;Hélène;;
Diego;Amedeo;Esteban;
Marjolaine;Verena;Abigaïl;
Rubén;Pablo;Ernesto;
Jeanne;Michèle;Elisabeth;
Mamadou;;;
Kennedy;Tate;;
Guillaume;Charles;Timothée;
Shammi;;;
Iris;;;
Mohcine;;;
Adnan;;;
Alban;;;
Blerim;;;
Elmonta;;;
Skender;;;
Ylfete;;;
Burim;;;
Diana;;;
Gani;;;
Gjon;;;
Idea;;;
